Alloy Formula,"Composition
 type",Form,Composition in mole percent,"Thickness 
(micron)",fcc lattice parameter for Cu alloys,Bravais lattice in as-annealed form for PdCu based membranes,Latice parameter (nm),Bravais lattice in as-manufactured state,Temperature (°C),"Inverse temperature 
1E3/T (1E3 K-1)","Diffusion 
coefficient
(cm^2.s^-1)",Fabrication technique,"Pressure 
difference  P1^n- P2^n (Pa^n)","Pressure 
exponent 
(n)",Effective area (cm^2),Membrane support,Type of support,Gases,Solubility constant Ks (Pa^-0.5),Hydrogen permeability (mol.m^-1.s^-1.Pa^-n),"Hydrogen Permeation Flux
(mol.m^-2.s^-1)","Permeation 
Activation Energy (KJ/mol)",Hydrogen Permeance (mol.m^-2.s^-1.Pa^-0.5),Feed Flow rate (mL.min^-1),Hydrogen transfer rate s.c.f.h.(mil).(sq.ft.)^-1,Conversion factor,Number,General comments,Reference,DOI/URL,
Pd69.0Cu29.9V1.1,mole fraction,foil,Pd69.00Cu29.90V1.10,98,,,0.3813,fcc,500,,,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,2.26E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd61.3Cu37.1Y1.6,mole fraction,foil,Pd61.30Cu37.10Y1.60,123,,,0.3806,fcc,300,,,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,1.53E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61.3Cu37.1Y1.6,mole fraction,foil,Pd61.30Cu37.10Y1.60,123,,,0.3806,fcc,325,1.67,1.52E-05,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,1.53E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61.3Cu37.1Y1.6,mole fraction,foil,Pd61.30Cu37.10Y1.60,123,,,0.3806,fcc,350,1.6,1.56E-05,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,1.54E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61.3Cu37.1Y1.6,mole fraction,foil,Pd61.30Cu37.10Y1.60,123,,,0.3806,fcc,375,1.54,1.63E-05,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,1.54E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61.3Cu37.1Y1.6,mole fraction,foil,Pd61.30Cu37.10Y1.60,123,,,0.3806,fcc,400,1.49,1.81E-05,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,1.54E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61.3Cu37.1Y1.6,mole fraction,foil,Pd61.30Cu37.10Y1.60,123,,,0.3806,fcc,425,1.43,2.10E-05,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,1.84E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61.3Cu37.1Y1.6,mole fraction,foil,Pd61.30Cu37.10Y1.60,123,,,0.3806,fcc,450,1.38,2.47E-05,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,2.18E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61.3Cu37.1Y1.6,mole fraction,foil,Pd61.30Cu37.10Y1.60,123,,,0.3806,fcc,475,,,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,2.58E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61.3Cu37.1Y1.6,mole fraction,foil,Pd61.30Cu37.10Y1.60,123,,,0.3806,fcc,500,,,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,2.96E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd61Cu37.2Zr1.8,mole fraction,foil,Pd61.00Cu37.20Zr1.80,112.5,,,0.3804,fcc,300,,,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,1.40E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61Cu37.2Zr1.8,mole fraction,foil,Pd61.00Cu37.20Zr1.80,112.5,,,0.3804,fcc,325,,,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,1.40E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61Cu37.2Zr1.8,mole fraction,foil,Pd61.00Cu37.20Zr1.80,112.5,,,0.3804,fcc,350,1.61,1.22E-05,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,1.40E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61Cu37.2Zr1.8,mole fraction,foil,Pd61.00Cu37.20Zr1.80,112.5,,,0.3804,fcc,375,1.54,1.41E-05,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,1.46E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61Cu37.2Zr1.8,mole fraction,foil,Pd61.00Cu37.20Zr1.80,112.5,,,0.3804,fcc,400,1.49,1.61E-05,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,1.68E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61Cu37.2Zr1.8,mole fraction,foil,Pd61.00Cu37.20Zr1.80,112.5,,,0.3804,fcc,425,1.43,1.90E-05,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,2.00E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61Cu37.2Zr1.8,mole fraction,foil,Pd61.00Cu37.20Zr1.80,112.5,,,0.3804,fcc,450,1.38,2.23E-05,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,2.31E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61Cu37.2Zr1.8,mole fraction,foil,Pd61.00Cu37.20Zr1.80,112.5,,,0.3804,fcc,475,,,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,2.61E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
Pd61Cu37.2Zr1.8,mole fraction,foil,Pd61.00Cu37.20Zr1.80,112.5,,,0.3804,fcc,500,,,arc melting/cold rolling/CFUBMSIP (Close Field Unballanced Magnetron Sputtering Ion Plating),469.902,0.5,2.54,No,,H2',,3.00E-09,,,,,,,1,"In inverse T, the T unit is 1E-3K. The permeability unit is given in mol.m^-1.s^-1.Pa^-0.5. The upstream pressure was 6.18 bar and the downstream pressure was 1 bar. Based on the pressure exponent given by the authors n = 0.5 was taken.",(Nayebossadri et al.2017),http://dx.doi.org/10.1021/acsami.6b12752,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd46.6Cu53.4,mole fraction,foil,Pd46.60Cu53.40,40,,,0.3759,bcc,56.15,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,2.08E-09,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd46.6Cu53.4,mole fraction,foil,Pd46.60Cu53.40,40,,,0.3759,bcc,78.46,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,2.95E-09,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd46.6Cu53.4,mole fraction,foil,Pd46.60Cu53.40,40,,,0.3759,bcc,132.31,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,6.40E-09,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd46.6Cu53.4,mole fraction,foil,Pd46.60Cu53.40,40,,,0.3759,bcc,183.08,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,9.77E-09,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd46.6Cu53.4,mole fraction,foil,Pd46.60Cu53.40,40,,,0.3759,bcc,233.85,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,1.26E-08,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd46.6Cu53.4,mole fraction,foil,Pd46.60Cu53.40,40,,,0.3759,bcc,287.69,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,1.47E-08,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd46.6Cu53.4,mole fraction,foil,Pd46.60Cu53.40,40,,,0.3759,bcc,339.23,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,1.64E-08,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd46.6Cu53.4,mole fraction,foil,Pd46.60Cu53.40,40,,,0.3759,bcc,390,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,1.76E-08,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd46.6Cu53.4,mole fraction,foil,Pd46.60Cu53.40,40,,,0.3759,bcc,447.69,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,1.84E-08,,,,,,,,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd53.1Cu46.9,mole fraction,foil,Pd53.10Cu46.90,102,,,0.3775,bcc + fcc,200.77,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,2.55E-09,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd53.1Cu46.9,mole fraction,foil,Pd53.10Cu46.90,102,,,0.3775,bcc + fcc,236.92,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,2.55E-09,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd53.1Cu46.9,mole fraction,foil,Pd53.10Cu46.90,102,,,0.3775,bcc + fcc,273.85,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,2.59E-09,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd53.1Cu46.9,mole fraction,foil,Pd53.10Cu46.90,102,,,0.3775,bcc + fcc,286.92,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,2.74E-09,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd53.1Cu46.9,mole fraction,foil,Pd53.10Cu46.90,102,,,0.3775,bcc + fcc,340,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,3.92E-09,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd53.1Cu46.9,mole fraction,foil,Pd53.10Cu46.90,102,,,0.3775,bcc + fcc,394.62,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,5.13E-09,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd53.1Cu46.9,mole fraction,foil,Pd53.10Cu46.90,102,,,0.3775,bcc + fcc,436.15,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,5.86E-09,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd53.1Cu46.9,mole fraction,foil,Pd53.10Cu46.90,102,,,0.3775,bcc + fcc,447.69,,,cold rolling into foils from cast ingots of commercial alloys,350.8554,0.5,,No,,H2',,6.08E-09,,,,,,,2,The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. The feed gas flow ranged in 60-600 mL/min,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd45.8Cu51.9Ag2.3,mole fraction,foil,Pd45.80Cu51.90Ag2.30,40,,,0.3761,bcc,300,,,cold rolling into foils from cast ingots of commercial alloys,129.4798,0.5,,No,,H2',1.03E-08,9.80E-09,0.031719039,,,,,,2,The data were extracted from Figure 7. The pressure difference should be converted by multiplying it by 1000 to obtain the value in Pa. Good agreement is found. The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. ,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd45.8Cu51.9Ag2.3,mole fraction,foil,Pd45.80Cu51.90Ag2.30,40,,,0.3761,bcc,300,,,cold rolling into foils from cast ingots of commercial alloys,315.6069,0.5,,No,,H2',,1.02E-08,0.08025878,,,,,,2,The data were extracted from Figure 7. The pressure difference should be converted by multiplying it by 1000 to obtain the value in Pa. Good agreement is found. The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. ,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd45.8Cu51.9Ag2.3,mole fraction,foil,Pd45.80Cu51.90Ag2.30,40,,,0.3761,bcc,300,,,cold rolling into foils from cast ingots of commercial alloys,457.2254,0.5,,No,,H2',,1.06E-08,0.121109057,,,,,,2,The data were extracted from Figure 7. The pressure difference should be converted by multiplying it by 1000 to obtain the value in Pa. Good agreement is found. The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. ,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
Pd45.8Cu51.9Ag2.3,mole fraction,foil,Pd45.80Cu51.90Ag2.30,40,,,0.3761,bcc,300,,,cold rolling into foils from cast ingots of commercial alloys,578.6127,0.5,,No,,H2',,1.07E-08,0.155231054,,,,,,2,The data were extracted from Figure 7. The pressure difference should be converted by multiplying it by 1000 to obtain the value in Pa. Good agreement is found. The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. ,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd45.8Cu51.9Ag2.3,mole fraction,foil,Pd45.80Cu51.90Ag2.30,40,,,0.3761,bcc,350,,,cold rolling into foils from cast ingots of commercial alloys,131.5029,0.5,,No,,H2',,1.08E-08,0.035563771,,,,,,2,The data were extracted from Figure 7. The pressure difference should be converted by multiplying it by 1000 to obtain the value in Pa. Good agreement is found. The upstream pressure was 445 kPa and the downstream pressure was maintained at 100 kPa. The thickness of the membranes were within 30-100 micron. ,(Nayebossadri et al. 2014),https://doi.org/10.1016/j.memsci.2013.10.002,
